INDEX, action count,go_forward(go),go_forward(could not go),turn right,turn left, suck up,  cleaned cell(0)
0 1 0 0 0 2 1 1 0 1 1 
0 0 0 0 0 3 1 1 0 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 60
1 1 0 0 0 2 1 1 1 1 1 
0 1 1 0 1 2 1 1 1 1 1 
0 1 0 1 0 3 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 61
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 1 
Index: 62
0 0 0 0 1 2 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 1 1 0 0 0 
0 0 0 0 0 2 0 0 0 1 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 0 0 0 
1 1 0 1 1 2 1 0 0 0 0 
0 1 0 0 1 3 1 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
1 0 0 1 0 2 0 0 0 0 0 
Index: 63
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 0 3 0 0 1 1 1 
1 1 1 1 1 2 0 1 1 1 0 
1 1 1 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 1 1 1 2 0 0 0 0 0 
0 0 1 1 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 64
1 1 1 1 1 2 1 0 0 0 0 
1 1 1 1 1 2 1 1 0 1 0 
1 1 1 1 1 3 1 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 1 
1 1 1 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 1 1 0 0 3 0 0 0 0 0 
0 1 1 0 1 2 0 0 0 0 0 
0 1 1 0 0 2 0 0 0 0 0 
Index: 65
0 0 0 1 0 2 0 1 1 1 1 
0 0 0 1 0 2 1 0 0 0 0 
0 1 0 0 1 3 0 0 0 0 1 
1 0 0 0 1 2 1 0 0 0 0 
1 0 0 1 0 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 1 0 
0 0 0 1 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 0 0 
Index: 66
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 0 0 1 1 1 
0 0 0 0 0 3 0 0 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 0 0 2 1 1 1 1 1 
1 1 0 1 0 2 1 1 1 1 1 
1 1 0 1 0 3 1 1 1 1 1 
1 1 1 1 0 2 1 1 1 1 1 
1 0 0 1 1 2 1 1 1 1 1 
Index: 67
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 1 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 1 1 1 0 0 
0 0 0 0 0 3 1 0 0 0 0 
0 0 0 0 0 2 1 1 0 0 0 
0 0 0 0 0 2 1 1 0 0 0 
Index: 68
1 1 1 1 1 2 1 0 0 0 0 
1 0 1 0 0 2 0 1 1 1 1 
1 1 1 0 1 3 0 1 1 1 1 
1 1 1 1 1 2 0 1 1 0 1 
1 1 0 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
Index: 69
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 0 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 0 0 0 
0 0 0 0 0 2 0 1 0 0 1 
0 0 0 0 0 3 0 1 0 0 1 
0 0 0 0 0 2 0 0 1 0 1 
0 0 0 0 0 2 0 0 0 0 1 
Index: 70
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 0 1 2 0 1 0 1 1 
0 0 0 1 1 3 0 0 0 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 71
1 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
Index: 72
0 0 0 0 0 2 0 0 0 1 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 1 1 0 
0 0 1 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 0 0 1 1 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 1 1 2 1 1 1 1 1 
0 1 1 1 1 2 1 1 1 1 1 
0 1 1 1 1 3 1 1 1 1 1 
0 1 1 1 1 2 1 1 1 1 1 
0 1 1 1 1 2 1 1 1 1 1 
Index: 73
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 1 0 
Index: 74
0 0 0 0 0 2 0 1 0 1 0 
0 0 1 0 0 2 0 1 1 0 0 
0 0 0 0 0 3 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 1 1 2 1 1 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 
0 1 0 1 1 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
Index: 75
1 1 1 1 1 2 0 0 0 0 0 
0 1 1 0 1 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
1 1 0 0 1 2 0 0 0 0 0 
1 0 0 0 0 3 0 0 0 0 0 
1 1 0 1 0 2 1 0 1 0 0 
0 0 0 1 0 2 1 0 0 0 1 
Index: 76
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
0 0 0 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 1 0 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 3 0 0 0 1 1 
0 0 0 0 0 2 0 1 0 1 1 
0 0 0 0 0 2 0 0 0 1 1 
Index: 77
0 0 0 0 1 2 0 1 1 1 1 
1 0 0 0 1 2 0 0 1 1 1 
0 1 0 0 0 3 0 0 1 1 1 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 78
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 0 2 1 0 1 1 1 
1 1 1 1 1 3 1 0 1 1 1 
1 1 1 0 0 2 1 0 0 1 0 
1 1 1 0 0 2 1 1 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 0 1 1 1 2 0 0 0 0 0 
0 1 0 0 1 2 0 0 0 0 0 
0 0 1 0 0 3 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 79
0 0 1 1 1 2 1 1 1 1 1 
1 0 0 1 1 2 1 1 1 1 1 
0 0 0 1 0 3 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 1 0 2 0 1 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
0 0 0 1 0 3 0 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 80
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 0 1 
0 0 0 0 0 2 1 1 1 0 0 
0 0 0 0 0 3 0 0 1 0 0 
0 0 0 0 0 2 0 0 1 1 0 
0 0 0 0 0 2 1 1 1 1 1 
Index: 81
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
1 1 0 1 1 2 0 0 0 0 0 
1 1 0 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 0 0 2 1 0 1 1 1 
0 1 0 0 0 3 1 0 1 1 1 
0 1 1 0 0 2 0 0 1 1 1 
0 1 1 1 0 2 0 0 0 0 1 
Index: 82
1 1 0 0 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 3 0 0 0 0 0 
1 1 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 1 1 1 2 1 1 1 1 1 
1 1 0 1 0 2 1 1 1 1 1 
1 1 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
Index: 83
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 0 0 1 
1 1 1 1 1 3 1 1 0 1 1 
1 1 1 1 1 2 1 1 1 0 1 
1 1 1 1 1 2 1 1 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 1 1 0 
0 0 0 0 0 3 0 1 0 0 1 
0 0 0 0 0 2 1 0 1 0 0 
0 0 0 0 0 2 1 1 0 0 0 
Index: 84
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 1 0 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 85
0 0 0 1 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 1 0 0 3 0 0 0 0 1 
0 0 0 0 0 2 0 0 1 0 1 
0 0 0 0 0 2 0 0 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 0 0 2 0 1 0 0 0 
0 0 0 0 0 2 1 0 1 1 0 
0 0 0 0 1 3 0 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 86
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 2 0 0 1 1 1 
0 1 0 0 0 3 1 0 0 0 0 
0 1 0 1 0 2 0 0 0 0 0 
1 1 0 0 0 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 1 0 0 0 2 0 1 1 1 0 
0 0 0 0 0 2 0 0 1 0 1 
Index: 87
1 1 1 1 1 2 0 0 0 1 1 
1 1 1 1 1 2 0 0 0 1 0 
0 1 0 0 0 3 1 0 0 0 0 
1 1 1 0 0 2 0 1 1 0 1 
0 0 0 0 0 2 1 0 1 0 1 
2 2 3 2 2 2 2 2 3 2 2 
1 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 1 0 
1 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 88
0 0 0 0 0 2 0 0 1 1 1 
0 0 1 0 0 2 0 0 1 1 1 
0 0 0 0 0 3 0 0 0 1 1 
0 0 0 0 0 2 0 1 0 1 1 
0 0 0 0 0 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 1 0 
0 1 0 0 0 3 0 0 0 0 0 
1 0 0 0 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 89
0 0 0 0 1 2 1 1 1 1 1 
0 0 0 1 1 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 90
0 0 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 1 0 0 1 0 
0 1 1 0 0 2 0 0 0 1 0 
0 1 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 0 2 0 0 0 1 1 
0 1 1 0 0 2 0 0 0 0 0 
0 0 1 1 0 3 1 1 1 1 0 
0 0 1 0 1 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
Index: 91
0 0 0 0 0 2 0 1 1 1 1 
1 1 0 0 0 2 0 1 0 1 1 
1 1 1 0 0 3 1 0 0 1 1 
1 1 1 0 1 2 0 0 0 1 1 
1 1 0 1 1 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 92
1 1 1 1 0 2 1 1 1 1 1 
1 1 1 0 0 2 1 1 0 1 1 
1 1 1 1 0 3 0 0 1 1 1 
1 0 0 0 0 2 0 0 0 1 1 
1 1 1 1 1 2 0 1 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 1 1 1 1 2 0 0 0 0 0 
0 1 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 
Index: 93
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 3 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
1 1 1 1 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 3 0 1 1 0 1 
0 0 0 0 0 2 1 1 1 0 1 
0 0 0 0 0 2 0 0 1 0 1 
Index: 94
1 0 0 1 1 2 1 1 1 1 1 
1 0 0 0 0 2 1 1 1 1 1 
1 1 0 0 0 3 1 1 1 1 1 
1 0 1 1 1 2 1 1 1 1 1 
0 0 0 0 1 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 1 1 
Index: 95
0 0 0 0 1 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 3 1 0 1 1 1 
0 0 0 0 0 2 1 0 1 1 1 
0 0 0 0 1 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 0 1 1 
0 0 0 0 0 2 0 0 1 1 1 
0 1 0 0 0 3 0 0 0 1 1 
0 0 0 0 0 2 0 0 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 96
1 1 1 1 1 2 1 1 0 0 0 
1 1 1 1 1 2 1 1 1 0 0 
1 1 1 1 0 3 1 1 0 0 0 
1 1 1 1 0 2 1 1 0 0 0 
1 1 0 1 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
1 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 97
1 1 0 0 0 2 1 0 0 0 0 
1 0 1 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 1 0 0 
0 0 1 0 0 2 1 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 0 0 0 1 
0 0 1 0 1 2 1 0 1 1 1 
0 0 0 0 0 3 1 1 0 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 98
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 1 0 2 1 1 0 1 1 
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 1 1 1 2 1 1 1 1 1 
Index: 99
0 0 0 0 0 2 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 1 0 0 0 0 
0 0 0 0 1 2 1 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
1 0 0 1 0 2 1 1 1 1 1 
1 0 0 0 0 3 0 1 1 1 1 
1 0 0 1 0 2 1 1 1 1 1 
1 1 0 0 0 2 1 1 1 1 1 
Index: 100
1 1 0 0 1 2 1 0 0 1 1 
1 1 0 0 0 2 0 0 0 0 0 
1 1 1 0 0 3 1 1 0 0 0 
1 1 1 0 1 2 0 0 0 0 0 
1 1 1 0 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 0 2 1 1 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 
Index: 101
0 0 1 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 1 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 102
1 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
1 1 0 0 0 3 1 1 1 1 1 
1 1 0 0 1 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 103
0 0 0 0 0 2 1 1 1 1 0 
0 0 0 0 0 2 0 1 1 0 1 
0 0 1 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 0 1 0 0 1 
0 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 1 1 1 1 2 0 0 0 0 0 
0 1 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 1 0 0 0 1 
0 0 0 0 0 2 0 0 0 1 1 
Index: 104
1 0 0 0 0 2 0 0 0 0 1 
0 0 0 0 0 2 0 0 0 0 1 
0 0 1 0 0 3 1 1 0 0 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 1 2 1 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
Index: 105
1 1 0 0 1 2 1 1 1 1 1 
1 1 0 0 1 2 1 1 1 1 1 
0 0 0 0 0 3 0 1 1 1 1 
0 0 0 0 0 2 1 1 0 1 1 
0 0 0 1 1 2 1 0 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 
Index: 106
0 0 1 1 1 2 0 0 0 1 1 
1 1 0 0 0 2 0 0 1 0 0 
0 0 0 1 0 3 0 0 0 1 0 
1 0 0 1 0 2 0 0 0 0 0 
1 1 1 1 1 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 2 1 0 0 0 1 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 1 
0 0 0 0 1 2 0 0 0 0 1 
Index: 107
0 0 0 0 0 2 0 1 0 0 1 
0 0 0 0 0 2 0 0 0 1 1 
0 0 0 0 0 3 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
1 1 0 0 1 2 1 1 1 1 1 
1 0 0 1 1 2 1 1 1 1 1 
0 0 1 1 0 3 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 1 1 2 1 1 1 1 1 
Index: 108
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
1 0 0 0 0 2 1 1 1 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 1 0 1 
0 0 0 0 0 2 1 0 1 0 1 
0 0 0 1 0 3 0 1 1 0 0 
0 0 0 0 0 2 0 0 0 0 0 
0 0 1 0 0 2 0 1 0 1 1 
Index: 109
1 0 1 0 0 2 0 1 0 0 0 
0 0 1 1 0 2 0 0 1 0 1 
0 0 0 0 0 3 0 0 0 0 1 
0 0 0 0 1 2 0 0 1 0 1 
0 0 0 1 1 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 1 1 1 1 
0 0 0 0 0 2 0 0 1 1 1 
0 0 0 0 0 3 0 0 1 0 0 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 110
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 1 1 2 0 0 0 0 0 
0 0 0 1 1 3 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 1 1 
0 0 0 1 0 2 0 0 0 0 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 1 0 3 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
0 0 0 0 0 2 1 1 1 1 1 
Index: 111
0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 2 1 0 0 0 0 
1 0 0 0 0 3 0 0 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 
2 2 3 2 2 2 2 2 3 2 2 
1 0 1 1 1 2 0 1 0 1 1 
1 1 0 0 1 2 1 0 1 1 1 
1 1 1 0 0 3 0 0 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
0 0 0 1 0 2 1 1 1 1 1 
Index: 112
0 0 0 0 0 2 0 0 0 0 0 
1 0 0 0 0 2 0 0 1 0 0 
0 0 0 0 0 3 0 0 0 1 0 
1 0 0 0 1 2 0 0 0 1 1 
0 0 0 0 1 2 0 0 0 1 1 
2 2 3 2 2 2 2 2 3 2 2 
0 0 0 0 0 2 0 0 1 0 0 
0 0 0 1 0 2 0 0 0 1 1 
0 0 0 0 0 3 0 0 0 0 0 
0 0 1 0 0 2 0 0 1 0 1 
0 0 0 0 0 2 0 0 1 1 1 
Index: 113
0 0 1 1 1 2 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 0 0 
1 0 0 1 1 3 0 0 0 0 0 
1 0 0 1 1 2 1 0 0 0 1 
0 0 0 0 1 2 1 0 0 0 0 
