 INDEX,action count, 'go forward'(go), 'turn right', 'turn left', 'suck up',  cleaned cell(0)
1, 2000, 545, 651, 705, 99, 99 
2, 2000, 545, 689, 675, 91, 91 
3, 2000, 560, 659, 682, 99, 99 
4, 2000, 540, 705, 660, 95, 95 
5, 1577, 412, 516, 549, 100, 100 
6, 2000, 567, 675, 661, 97, 97 
7, 1504, 440, 478, 486, 100, 100 
8, 2000, 540, 706, 657, 97, 97 
9, 2000, 521, 692, 689, 98, 98 
10, 2000, 543, 706, 652, 99, 99 
11, 1868, 496, 630, 642, 100, 100 
12, 2000, 553, 676, 678, 93, 93 
13, 2000, 546, 673, 682, 99, 99 
14, 2000, 538, 667, 702, 93, 93 
15, 2000, 529, 705, 672, 94, 94 
16, 2000, 560, 665, 677, 98, 98 
17, 2000, 554, 671, 677, 98, 98 
18, 2000, 568, 657, 678, 97, 97 
19, 1794, 511, 584, 599, 100, 100 
20, 2000, 543, 660, 698, 99, 99 
21, 2000, 565, 673, 666, 96, 96 
22, 2000, 521, 652, 736, 91, 91 
23, 2000, 541, 671, 689, 99, 99 
24, 2000, 554, 674, 678, 94, 94 
25, 2000, 561, 652, 693, 94, 94 
26, 2000, 562, 675, 688, 75, 75 
27, 2000, 549, 679, 680, 92, 92 
28, 2000, 563, 688, 652, 97, 97 
29, 2000, 539, 677, 697, 87, 87 
30, 1692, 444, 550, 598, 100, 100 
31, 2000, 584, 624, 694, 98, 98 
32, 2000, 588, 655, 658, 99, 99 
33, 1956, 535, 663, 658, 100, 100 
34, 2000, 563, 671, 669, 97, 97 
35, 2000, 573, 643, 687, 97, 97 
36, 2000, 548, 665, 691, 96, 96 
37, 2000, 580, 649, 673, 98, 98 
38, 2000, 542, 686, 673, 99, 99 
39, 2000, 555, 628, 725, 92, 92 
40, 1766, 493, 576, 597, 100, 100 
41, 2000, 517, 699, 687, 97, 97 
42, 2000, 539, 691, 677, 93, 93 
43, 1891, 549, 581, 661, 100, 100 
44, 1912, 546, 645, 621, 100, 100 
45, 2000, 499, 702, 709, 90, 90 
46, 2000, 568, 667, 670, 95, 95 
47, 2000, 547, 717, 644, 92, 92 
48, 1998, 564, 661, 673, 100, 100 
49, 2000, 559, 671, 671, 99, 99 
50, 2000, 570, 655, 679, 96, 96 
Index: 1
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 2
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 3
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 4
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 5
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 6
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
