INDEX, action count,go_forward(go),go_forward(could not go),turn right,turn left, suck up,  cleaned cell(0)
1 1 0 0 0 0 0 0 1 1 
1 0 1 0 0 0 1 1 1 1 
0 0 0 0 0 0 1 0 1 1 
0 1 0 0 0 0 1 1 1 1 
0 1 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 1 1 1 1 
Index: 137
1 0 0 0 0 0 1 0 0 0 
0 0 1 0 0 0 1 1 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
Index: 138
0 0 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 1 1 0 1 1 1 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 1 0 0 1 0 
0 1 0 0 0 0 0 0 1 0 
Index: 139
1 1 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 1 0 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
Index: 140
1 1 0 1 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 1 1 0 1 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 141
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 1 1 0 0 0 
0 0 1 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 0 
Index: 142
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 143
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 1 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 1 
0 0 0 1 1 1 0 1 0 1 
Index: 144
0 1 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 1 1 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
Index: 145
0 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 1 1 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
Index: 146
1 1 1 1 0 1 0 0 0 0 
0 1 0 1 1 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
1 0 0 1 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 147
0 0 1 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 1 0 0 0 
1 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
Index: 148
0 0 0 0 0 1 0 1 1 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 1 0 1 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 149
0 0 0 0 0 1 1 1 1 1 
1 1 1 0 0 1 1 1 1 1 
0 0 0 0 0 1 0 0 0 0 
1 1 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 
Index: 150
0 1 0 0 1 0 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 1 1 
Index: 151
0 1 1 0 0 0 0 0 0 1 
0 1 0 0 1 0 0 0 0 0 
0 1 1 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 152
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
1 0 1 1 1 0 1 0 0 0 
0 1 1 1 1 1 0 0 1 0 
0 0 0 0 0 1 1 1 0 0 
Index: 153
0 0 0 0 0 0 0 1 1 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 1 0 1 0 0 0 
0 1 0 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 154
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 1 1 1 1 1 
0 0 1 0 0 0 0 1 1 1 
0 0 0 0 1 1 1 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 155
0 0 1 0 1 0 0 0 1 1 
0 0 0 1 1 1 1 1 1 1 
0 0 0 0 1 1 1 1 1 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 1 1 1 
0 0 0 0 0 1 1 1 1 1 
0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 1 0 
Index: 156
0 0 0 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 1 
0 0 0 1 0 0 1 0 0 0 
1 0 0 0 0 0 0 0 1 0 
0 0 0 0 1 0 1 0 0 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 1 1 1 0 0 
Index: 157
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 1 0 0 1 0 
0 1 1 0 1 1 0 0 0 0 
0 0 1 1 0 1 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 158
0 0 0 0 0 1 1 0 0 0 
0 0 1 1 0 1 0 0 0 1 
0 0 0 1 0 0 0 1 0 0 
0 1 0 1 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 1 1 0 1 
0 1 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 1 0 0 0 
Index: 159
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 1 0 
1 1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 160
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 1 1 1 1 0 0 0 0 0 
0 1 1 1 1 1 0 0 0 0 
Index: 161
1 1 1 1 1 0 0 0 0 0 
0 1 1 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
1 1 1 0 1 0 0 0 0 0 
1 1 0 0 1 1 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 162
0 0 0 0 1 1 1 0 0 0 
0 1 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 1 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
Index: 163
1 1 1 1 1 0 0 0 0 0 
1 1 1 1 1 1 1 0 0 0 
1 1 1 1 1 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 1 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
Index: 164
0 0 0 1 1 1 1 0 0 0 
0 0 1 1 0 0 0 1 1 0 
0 0 0 1 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 165
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 1 
1 1 0 0 1 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 166
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 0 
0 1 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 1 0 0 0 1 
0 0 0 0 1 0 0 0 0 1 
Index: 167
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 0 0 1 
1 0 1 0 0 1 0 0 1 0 
0 0 0 0 0 1 0 1 1 1 
Index: 168
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 
Index: 169
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 1 0 1 1 1 0 0 0 
0 0 1 0 0 0 1 0 0 0 
Index: 170
0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 1 0 0 0 1 1 1 
0 1 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 1 1 0 0 
Index: 171
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 0 0 1 1 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 172
0 0 0 1 0 0 0 0 1 1 
0 0 1 0 0 0 0 0 0 1 
0 1 1 1 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
Index: 173
0 1 1 1 1 1 1 0 0 0 
0 1 1 1 1 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
Index: 174
1 0 0 0 0 0 0 0 0 0 
1 0 1 1 1 0 0 0 1 0 
1 0 1 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 1 1 1 1 
Index: 175
0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 1 0 
0 0 0 1 0 1 0 0 1 1 
0 0 1 1 1 0 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 1 1 1 0 0 0 0 
0 0 0 1 1 1 1 0 0 0 
Index: 176
0 0 0 1 0 0 0 0 0 0 
0 1 0 1 1 1 0 0 0 0 
0 1 0 1 1 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 1 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 177
0 1 1 1 1 0 0 0 0 0 
1 1 1 1 1 1 0 0 0 0 
0 0 0 1 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
Index: 178
1 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 1 0 0 1 1 
0 0 0 0 1 0 1 1 1 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 1 1 1 
Index: 179
0 0 1 1 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 1 0 1 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 180
0 0 0 0 0 1 1 0 1 0 
0 0 0 0 0 1 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 1 0 1 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 181
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 182
1 0 0 0 1 1 1 0 0 0 
1 0 0 1 0 0 1 0 0 1 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 
1 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 183
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 1 1 1 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
Index: 184
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 1 1 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 1 0 1 0 0 
1 1 1 1 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
Index: 185
0 0 0 0 0 0 0 0 1 0 
0 1 0 0 1 0 0 0 0 0 
0 1 1 0 0 0 1 0 1 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
Index: 186
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 1 1 0 0 1 0 
0 0 0 0 0 1 0 0 0 0 
Index: 187
0 1 0 0 0 0 0 0 0 0 
0 1 0 1 0 1 1 1 1 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 
Index: 188
0 0 0 1 1 1 0 1 1 1 
0 0 0 0 0 1 0 1 1 1 
0 0 0 0 1 1 1 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 1 0 1 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
Index: 189
0 1 0 0 0 0 1 0 1 1 
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 1 0 0 1 
Index: 190
0 0 0 0 0 0 1 0 1 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 1 1 
0 0 0 1 0 0 0 0 1 1 
Index: 191
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 0 
1 1 0 0 0 0 1 0 0 0 
1 1 0 1 0 0 0 1 0 0 
0 0 0 1 0 1 0 1 1 0 
0 0 0 0 0 0 1 1 0 1 
0 0 0 0 0 0 1 1 1 1 
Index: 192
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 1 1 1 1 1 1 
0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 193
0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 1 1 1 1 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 1 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Index: 194
1 1 1 0 1 0 0 0 0 0 
1 1 0 0 1 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
1 1 0 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
1 1 1 1 0 0 0 0 0 0 
1 0 0 0 0 1 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
Index: 195
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 1 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
Index: 196
0 0 0 0 1 0 0 0 0 0 
1 1 1 0 1 0 0 1 0 0 
0 1 1 0 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 1 
0 1 0 1 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 197
0 0 0 0 1 0 0 0 1 0 
0 1 0 0 1 0 0 0 0 0 
0 1 0 0 1 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
Index: 198
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
Index: 199
0 1 1 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
Index: 200
1 0 1 1 1 1 0 0 0 0 
1 0 0 0 1 1 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 
